Brand,Condition,Fuel,Distance,Model,Price,Registered_City,Transaction_Type,Year
Mitsubishi,Used,Petrol,25000.0,Ek Wagon,680000.0,Karachi,Cash,2010.0
Suzuki,New,CNG,52651.0,Cultus VXR,665000.0,Karachi,Cash,2009.0
Honda,Used,CNG,121000.0,City IDSI,520000.0,Karachi,Cash,2000.0
Honda,New,Petrol,88000.0,Civic VTi Oriel Prosmatec,990000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,200000.0,Alto,415000.0,Lahore,Cash,2008.0
Daihatsu,Used,Petrol,133.0,Hijet,775000.0,Karachi,Cash,2016.0
Suzuki,Used,Petrol,670.0,Cultus VXR,235000.0,Islamabad,Installment/Leasing,2018.0
Suzuki,Used,CNG,6048.0,Wagon R,1245000.0,Karachi,Cash,2017.0
Suzuki,Used,CNG,200000.0,Alto,400000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,75000.0,Alto,1050000.0,Karachi,Cash,2014.0
Honda,Used,Petrol,70500.0,Civic Prosmetic,1525000.0,Islamabad,Cash,2012.0
Honda,Used,CNG,87000.0,Civic EXi,500000.0,Karachi,Cash,1997.0
Suzuki,Used,CNG,84000.0,Alto,570000.0,Karachi,Cash,2010.0
Suzuki,Used,Petrol,10000.0,Mehran VXR,650000.0,Karachi,Cash,2017.0
Nissan,Used,Hybrid,1.0,Sunny,180000.0,Karachi,Cash,1987.0
Suzuki,New,Petrol,42500.0,Wagon R,1150000.0,Karachi,Cash,2017.0
Suzuki,New,Petrol,36600.0,Hustler,1335000.0,Karachi,Cash,2014.0
Toyota,Used,Petrol,49636.0,Corolla GLI,1620000.0,Karachi,Cash,2014.0
Suzuki,Used,CNG,55000.0,Alto,300000.0,Karachi,Cash,2012.0
Honda,New,Petrol,139000.0,Acty,625000.0,Karachi,Cash,2010.0
Suzuki,Used,Petrol,170000.0,Alto,570000.0,Lahore,Cash,2009.0
Suzuki,New,CNG,455865.0,Cultus VXL,550000.0,Karachi,Cash,2007.0
Daihatsu,Used,Petrol,73000.0,Boon,855000.0,Karachi,Cash,2008.0
Daihatsu,Used,CNG,1.0,Charade,245000.0,Karachi,Cash,1998.0
Suzuki,Used,CNG,99999.0,Bolan,350000.0,Karachi,Cash,1997.0
Honda,Used,Petrol,34000.0,City IVTEC,1700000.0,Karachi,Cash,2015.0
Honda,Used,Petrol,150000.0,Other,630000.0,Karachi,Cash,2003.0
Daihatsu,Used,CNG,50000.0,Charade,90000.0,Karachi,Cash,1984.0
Honda,Used,Petrol,48000.0,City IVTEC,1290000.0,Karachi,Cash,2012.0
Toyota,Used,Petrol,33.0,Vitz,380000.0,Karachi,Installment/Leasing,2017.0
Toyota,Used,Petrol,99000.0,Corolla XLI,1220000.0,Islamabad,Cash,2012.0
Honda,Used,Petrol,98000.0,City IVTEC,1080000.0,Lahore,Cash,2009.0
Suzuki,Used,CNG,1111.0,Mehran VX,245000.0,Karachi,Cash,2001.0
Toyota,Used,Petrol,125000.0,Corolla XE,915000.0,Karachi,Cash,2004.0
Toyota,Used,Petrol,92000.0,Prius,1724555.0,Lahore,Cash,2010.0
Suzuki,Used,Petrol,60000.0,Cultus VXR,550000.0,Karachi,Cash,2007.0
Toyota,Used,Petrol,150000.0,Corolla GLI,715000.0,Karachi,Cash,1997.0
Suzuki,Used,CNG,50000.0,Mehran VX,160000.0,Karachi,Cash,1997.0
Toyota,Used,CNG,170000.0,Corolla XLI,1180000.0,Islamabad,Cash,2009.0
Toyota,New,CNG,175000.0,Corolla XLI,910000.0,Karachi,Cash,2004.0
Honda,Used,Petrol,86000.0,Accord,1155000.0,Karachi,Cash,2003.0
Toyota,Used,CNG,100000.0,Corolla XLI,925000.0,Karachi,Cash,2008.0
Suzuki,Used,CNG,98341.0,Bolan,490000.0,Karachi,Cash,2010.0
Toyota,Used,Petrol,26000.0,Corolla GLI,1810000.0,Karachi,Cash,2016.0
Suzuki,New,Petrol,16000.0,Cultus VXR,1150000.0,Karachi,Cash,2016.0
Suzuki,Used,Petrol,70000.0,Alto,465000.0,Karachi,Cash,2006.0
Suzuki,Used,CNG,1.0,Mehran VX,160000.0,Karachi,Cash,1990.0
Toyota,Used,Petrol,80000.0,Corolla GLI,1410000.0,Karachi,Cash,2013.0
Nissan,Used,Petrol,142.0,Tiida,860000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,12345.0,Bolan,340000.0,Karachi,Cash,1998.0
Suzuki,Used,CNG,1.0,Mehran VXR,220000.0,Karachi,Cash,1994.0
Suzuki,Used,Petrol,52000.0,Cultus VXR,580000.0,Karachi,Cash,2006.0
Suzuki,New,Petrol,24000.0,Swift,1265000.0,Karachi,Cash,2015.0
Suzuki,Used,CNG,92000.0,Cultus VXL,700000.0,Karachi,Cash,2010.0
Suzuki,Used,CNG,86000.0,Alto,450000.0,Karachi,Cash,2005.0
Honda,Used,Petrol,100000.0,City IVTEC,1250000.0,Lahore,Cash,2010.0
Honda,New,Petrol,75000.0,Civic VTi Oriel Prosmatec,1950000.0,Islamabad,Cash,2013.0
Honda,Used,Petrol,96000.0,City IVTEC,1365000.0,Lahore,Cash,2010.0
Suzuki,Used,CNG,800.0,Other,130000.0,Karachi,Cash,1989.0
Suzuki,Used,CNG,2.0,Mehran VX,310000.0,Karachi,Cash,2003.0
Toyota,Used,Petrol,1234.0,Other,500000.0,Karachi,Cash,1982.0
Suzuki,Used,Petrol,83235.0,Mehran VX,380000.0,Karachi,Cash,2011.0
Suzuki,Used,CNG,135000.0,Cultus VXR,440000.0,Karachi,Cash,2002.0
Suzuki,Used,Petrol,80000.0,Khyber,250000.0,Karachi,Cash,1997.0
Honda,Used,Petrol,11521.0,Accord,200000.0,Karachi,Cash,1984.0
Suzuki,Used,CNG,116000.0,Liana,530000.0,Karachi,Cash,2006.0
Daihatsu,Used,Petrol,200000.0,Cuore,360000.0,Mirpur,Cash,2001.0
Honda,Used,Petrol,200100.0,Other,381000.0,Karachi,Cash,1992.0
Suzuki,Used,CNG,10000.0,Khyber,175000.0,Karachi,Cash,1989.0
Daihatsu,Used,Petrol,200000.0,Cuore,460000.0,Lahore,Cash,2001.0
Suzuki,Used,Petrol,10000.0,Mehran VX,380000.0,Haripur,Cash,2004.0
Suzuki,Used,Petrol,80000.0,Swift,900000.0,Karachi,Cash,2012.0
Suzuki,New,CNG,16000.0,Margalla,360000.0,Karachi,Cash,1996.0
Suzuki,Used,CNG,85000.0,Mehran VXR,385000.0,Karachi,Cash,2009.0
Honda,New,Petrol,106000.0,Civic Prosmetic,830000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,25000.0,Alto,295000.0,Karachi,Cash,2004.0
Suzuki,Used,Petrol,51000.0,Cultus VX,875000.0,Karachi,Cash,2013.0
Suzuki,New,CNG,1.0,Cultus VXR,530000.0,Karachi,Cash,2007.0
Honda,Used,Petrol,1240000.0,City IVTEC,1150000.0,Karachi,Cash,2010.0
Suzuki,Used,Petrol,74000.0,Liana,510000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,102000.0,Alto,440000.0,Karachi,Cash,2007.0
Honda,Used,Petrol,48000.0,City IVTEC,1425000.0,Karachi,Cash,2012.0
Toyota,New,Petrol,123456.0,Duet,525000.0,Karachi,Cash,1999.0
Honda,Used,Petrol,81000.0,Civic Prosmetic,865000.0,Karachi,Cash,2004.0
Suzuki,Used,CNG,30000.0,Margalla,445000.0,Faisalabad,Cash,1993.0
Honda,Used,CNG,12345.0,Civic VTi,560000.0,Karachi,Cash,1992.0
Toyota,Used,Petrol,63000.0,Corolla GLI,1790000.0,Karachi,Cash,2015.0
Suzuki,Used,Petrol,75000.0,Mehran VX,600000.0,Karachi,Cash,2015.0
Honda,Used,CNG,100.0,Civic EXi,540000.0,Karachi,Cash,1999.0
Toyota,Used,Petrol,94000.0,Corolla GLI,250000.0,Islamabad,Installment/Leasing,2011.0
Toyota,Used,Petrol,86995.0,Belta,1075000.0,Karachi,Cash,2006.0
Daihatsu,Used,Petrol,85000.0,Mira,815000.0,Karachi,Cash,2007.0
KIA,Used,CNG,275000.0,Classic,360000.0,Lahore,Cash,2000.0
Suzuki,Used,Petrol,1.0,Bolan,470000.0,Karachi,Cash,2006.0
Honda,Used,Petrol,50200.0,City Aspire,1625000.0,Karachi,Cash,2015.0
Suzuki,Used,CNG,75000.0,Khyber,220000.0,Karachi,Cash,1994.0
Toyota,Used,Petrol,170000.0,Porte,850000.0,Lahore,Cash,2008.0
Toyota,Used,Petrol,172000.0,Other,850000.0,Karachi,Cash,2006.0
Toyota,Used,Petrol,12500.0,Other,699000.0,Karachi,Cash,2014.0
Toyota,Used,CNG,1.0,Duet,450000.0,Karachi,Cash,2005.0
Suzuki,New,Petrol,110000.0,cars-suzuki-86,1000000.0,Karachi,Cash,2017.0
Suzuki,Used,Petrol,225555.0,Khyber,210000.0,Lahore,Cash,1992.0
Suzuki,Used,Petrol,1412.0,Cultus VX,290000.0,Lahore,Cash,2005.0
Suzuki,Used,Petrol,48900.0,Swift,220000.0,Islamabad,Installment/Leasing,2014.0
Suzuki,Used,Petrol,10000.0,Alto,240000.0,Karachi,Installment/Leasing,2017.0
Suzuki,Used,Petrol,40000.0,Alto,720000.0,Lahore,Cash,2007.0
Suzuki,Used,Petrol,76000.0,Alto,440000.0,Karachi,Cash,2008.0
Suzuki,Used,Petrol,63500.0,Every,975000.0,Lahore,Cash,2017.0
Suzuki,New,Petrol,10200.0,Cultus VXR,1170000.0,Lahore,Cash,2016.0
Suzuki,Used,Petrol,159.0,Alto,430000.0,Karachi,Cash,2008.0
Suzuki,Used,CNG,96500.0,Cultus VXR,760000.0,Islamabad,Cash,2011.0
Toyota,Used,Petrol,60000.0,Passo,975000.0,Karachi,Cash,2008.0
Toyota,Used,Petrol,72592.0,Belta,975000.0,Bela,Cash,2006.0
Suzuki,Used,CNG,999999.0,Khyber,150000.0,Karachi,Cash,1994.0
Suzuki,Used,CNG,97000.0,Mehran VX,355000.0,Karachi,Cash,2006.0
Toyota,New,Petrol,76000.0,Corolla GLI,1370000.0,Lahore,Cash,2009.0
Honda,Used,CNG,123456.0,Civic EXi,460000.0,Karachi,Cash,2000.0
Mitsubishi,Used,CNG,1490000.0,Lancer,200000.0,Karachi,Cash,1991.0
Honda,New,Petrol,65000.0,City Aspire,1675000.0,Lahore,Cash,2015.0
Honda,New,Petrol,38000.0,City IVTEC,1375000.0,Karachi,Cash,2013.0
Honda,Used,Petrol,80000.0,Civic VTi,580000.0,Islamabad,Cash,1995.0
Honda,Used,CNG,2715855.0,Civic VTi,265000.0,Karachi,Cash,1989.0
Toyota,Used,CNG,1.0,Corolla XLI,740000.0,Karachi,Cash,2004.0
Suzuki,Used,CNG,60000.0,Alto,600000.0,Karachi,Cash,2010.0
Suzuki,Used,CNG,232323.0,Margalla,205000.0,Karachi,Cash,1990.0
Daihatsu,Used,Petrol,47000.0,Move,990000.0,Lahore,Cash,2011.0
Suzuki,Used,CNG,97000.0,Cultus VXR,435000.0,Karachi,Cash,2006.0
Hyundai,Used,CNG,100000.0,Santro,260000.0,Karachi,Cash,2001.0
Suzuki,Used,CNG,200000.0,Alto,410000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,86000.0,Vitz,925000.0,Karachi,Cash,2003.0
KIA,Used,CNG,1234567.0,Pride,185000.0,Karachi,Cash,1996.0
Daihatsu,Used,Petrol,57000.0,Mira,970000.0,Karachi,Cash,2011.0
Suzuki,Used,Petrol,92000.0,Swift,870000.0,Lahore,Cash,2010.0
Suzuki,Used,Petrol,51800.0,Margalla,435000.0,Karachi,Cash,1994.0
Toyota,Used,Petrol,250000.0,Corolla XE,530000.0,Karachi,Cash,1995.0
Nissan,Used,Petrol,66000.0,Dayz,1115000.0,Lahore,Cash,2013.0
Honda,Used,Petrol,129000.0,City IDSI,725000.0,Karachi,Cash,2005.0
Honda,Used,Petrol,71000.0,City IVTEC,1590000.0,Lahore,Cash,2011.0
Daihatsu,New,CNG,74000.0,Cuore,540000.0,Karachi,Cash,2009.0
Toyota,Used,Petrol,70000.0,Vitz,1650000.0,Karachi,Cash,2015.0
Suzuki,Used,Petrol,50000.0,Mehran VXR,620000.0,Karachi,Cash,2015.0
Daihatsu,Used,Petrol,10000000.0,Atrai Wagon,720000.0,Karachi,Cash,2012.0
Daihatsu,Used,CNG,120000.0,Cuore,450000.0,Karachi,Cash,2007.0
Nissan,Used,CNG,265000.0,Sunny,375000.0,Karachi,Cash,1998.0
Toyota,New,Petrol,10.0,Vitz,225000.0,Karachi,Installment/Leasing,2018.0
Nissan,Used,Petrol,1.0,Sunny,410000.0,Karachi,Cash,1999.0
Suzuki,Used,Petrol,1.0,Alto,160000.0,Karachi,Cash,1988.0
Toyota,New,Petrol,71560.0,Vitz,1550000.0,Karachi,Cash,2018.0
Toyota,Used,CNG,20000.0,Other,80000.0,Karachi,Cash,1974.0
Suzuki,Used,Petrol,65000.0,Cultus VXL,620000.0,Karachi,Cash,2007.0
Honda,Used,Petrol,1.0,Other,430000.0,Karachi,Cash,1995.0
Daewoo,Used,CNG,123456.0,Racer,150000.0,Karachi,Cash,1997.0
Suzuki,Used,CNG,94350.0,Cultus VXR,550000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,64000.0,Corrolla Altis,2075000.0,Lahore,Cash,2016.0
Lexus,New,CNG,200.0,Gx Series,900000.0,Karachi,Cash,2017.0
Daihatsu,Used,Petrol,185000.0,Hijet,740000.0,Karachi,Cash,2011.0
Suzuki,Used,Petrol,20000.0,Alto,1350000.0,Lahore,Cash,2016.0
Suzuki,Used,Petrol,10000.0,Margalla,330000.0,Karachi,Cash,1995.0
Other Brands,Used,Petrol,60000.0,Other,700000.0,Karachi,Cash,1988.0
Suzuki,Used,CNG,44000.0,Cultus VXR,680000.0,Karachi,Cash,2011.0
Suzuki,New,Petrol,87000.0,Margalla,330000.0,Karachi,Cash,1997.0
Suzuki,Used,Petrol,150000.0,Alto,410000.0,Karachi,Cash,2007.0
Suzuki,New,Petrol,80000.0,Mehran VXR,320000.0,Karachi,Cash,2008.0
Hyundai,Used,CNG,8000000.0,Excel,230000.0,Karachi,Cash,1993.0
Suzuki,New,Petrol,25000.0,MR Wagon,100000.0,Islamabad,Cash,2016.0
Toyota,Used,Petrol,139000.0,Corolla XLI,1325000.0,Islamabad,Cash,2010.0
Toyota,Used,CNG,99999.0,Other,130000.0,Karachi,Cash,1973.0
Daihatsu,Used,CNG,85000.0,Cuore,485000.0,Karachi,Cash,2006.0
Suzuki,Used,CNG,76000.0,Alto,550000.0,Karachi,Cash,2011.0
Suzuki,Used,Petrol,9500.0,Alto,1250000.0,Islamabad,Cash,2016.0
Suzuki,Used,CNG,1000.0,FX,120000.0,Karachi,Cash,1987.0
Honda,Used,Petrol,87000.0,Civic EXi,650000.0,Karachi,Cash,1999.0
Toyota,Used,Petrol,47000.0,Corolla GLI,1430000.0,Karachi,Cash,2013.0
Suzuki,Used,CNG,12000.0,Bolan,550000.0,Peshawar,Cash,2008.0
Suzuki,New,Petrol,8.0,Mehran VX,746500.0,Karachi,Cash,2018.0
Toyota,New,Petrol,51000.0,Corolla GLI,1900000.0,Karachi,Cash,2016.0
Suzuki,Used,CNG,76000.0,Cultus VXR,690000.0,Karachi,Cash,2010.0
Daihatsu,Used,Petrol,48000.0,Mira,1230000.0,Lahore,Cash,2014.0
Suzuki,New,CNG,80000.0,Cultus VXR,575000.0,Karachi,Cash,2007.0
Suzuki,New,Petrol,800000.0,Bolan,365000.0,Karachi,Cash,1994.0
Toyota,Used,Petrol,190000.0,Corolla XLI,1300000.0,Karachi,Cash,2013.0
Toyota,Used,Petrol,200000.0,Corolla 2.0 D,750000.0,Karachi,Cash,2004.0
Suzuki,Used,Petrol,32300.0,Swift,1390000.0,Lahore,Cash,2017.0
Daihatsu,Used,CNG,20000.0,Charade,250000.0,Karachi,Cash,1986.0
Toyota,New,Petrol,40000.0,Corolla 2.0 D,400000.0,Karachi,Cash,1984.0
Suzuki,Used,CNG,83000.0,Alto,490000.0,Karachi,Cash,2009.0
Suzuki,Used,Petrol,50000.0,Khyber,265000.0,Karachi,Cash,1996.0
Suzuki,Used,CNG,1.0,Mehran VX,450000.0,Karachi,Cash,2009.0
Suzuki,Used,Petrol,55000.0,Alto,680000.0,Karachi,Cash,2011.0
Suzuki,Used,CNG,82000.0,Khyber,300000.0,Karachi,Cash,2000.0
Toyota,Used,Petrol,96000.0,Wish,1450000.0,Karachi,Cash,2007.0
Suzuki,New,Petrol,16000.0,Mehran VXR,750000.0,Karachi,Cash,2017.0
Daihatsu,Used,CNG,1.0,Charade,170000.0,Karachi,Cash,1984.0
Suzuki,Used,Petrol,70000.0,Swift,895000.0,Karachi,Cash,2010.0
Suzuki,Used,Petrol,71800.0,Wagon R,1095000.0,Lahore,Cash,2016.0
Suzuki,Used,Petrol,40000.0,Mehran VX,250000.0,Faisalabad,Cash,1999.0
Toyota,Used,Petrol,175000.0,Vitz,900000.0,Islamabad,Cash,2002.0
Daihatsu,Used,Petrol,32500.0,Mira,1100000.0,Karachi,Cash,2013.0
Honda,Used,Petrol,85000.0,Civic VTi Oriel,1250000.0,Karachi,Cash,2010.0
Daihatsu,Used,CNG,123456.0,Charade,175000.0,Karachi,Cash,1986.0
Suzuki,Used,Petrol,82000.0,Mehran VX,590000.0,Lahore,Cash,2013.0
Daihatsu,Used,Petrol,137000.0,Cuore,475000.0,Karachi,Cash,2004.0
Daihatsu,Used,CNG,100.0,Charade,100000.0,Karachi,Cash,1984.0
Toyota,Used,Petrol,160000.0,Vitz,1280000.0,Lahore,Cash,2006.0
Honda,New,Petrol,96000.0,Civic VTi,1245000.0,Lahore,Cash,2011.0
Suzuki,Used,CNG,1.0,Alto,400000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,24580.0,Cultus VXR,550000.0,Karachi,Cash,2008.0
Nissan,Used,Petrol,100.0,AD Van,850000.0,Karachi,Cash,2006.0
Honda,Used,CNG,11111.0,Civic EXi,90000.0,Karachi,Cash,1983.0
Suzuki,Used,Hybrid,15000.0,Ignis,750000.0,Karak,Cash,2010.0
Suzuki,Used,Petrol,115000.0,Jimny,1050000.0,Karachi,Cash,2006.0
Toyota,Used,CNG,1000000.0,Corolla XE,835000.0,Karachi,Cash,2003.0
Suzuki,Used,CNG,450000.0,Alto,390000.0,Bela,Cash,2007.0
Suzuki,Used,CNG,123456.0,Alto,440000.0,Karachi,Cash,2005.0
Daihatsu,Used,Petrol,123.0,Mira,500000.0,Karachi,Cash,2006.0
FAW,Used,CNG,125890.0,Other,400000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,56557.0,Cultus VXR,600000.0,Karachi,Cash,2009.0
Suzuki,Used,Petrol,60000.0,Cultus VXR,850000.0,Karachi,Cash,2012.0
Hyundai,Used,Petrol,1.0,Santro,320000.0,Karachi,Cash,2002.0
Daihatsu,New,CNG,12345.0,Charade,315000.0,Karachi,Cash,1995.0
Toyota,Used,Petrol,73000.0,Vitz,1150000.0,Karachi,Cash,2010.0
Suzuki,Used,CNG,1.0,Margalla,230000.0,Karachi,Cash,1993.0
Suzuki,Used,Petrol,102400.0,Cultus VXR,585000.0,Islamabad,Cash,2006.0
Suzuki,Used,Petrol,77000.0,Cultus VXR,645000.0,Karachi,Cash,2009.0
Toyota,Used,Petrol,90000.0,Corolla XLI,1200000.0,Karachi,Cash,2012.0
Suzuki,Used,Petrol,7.0,Cultus VXR,420000.0,Karachi,Cash,2005.0
FAW,Used,CNG,39000.0,X-PV,720000.0,Karachi,Cash,2013.0
Suzuki,Used,CNG,120000.0,Cultus VXR,480000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,70000.0,Cultus VXR,535000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,50000.0,Cultus VXL,560000.0,Karachi,Cash,2005.0
Daihatsu,Used,Diesel,200.0,Charade,250000.0,Lahore,Cash,1990.0
Suzuki,Used,CNG,73000.0,Cultus VXR,610000.0,Karachi,Cash,2007.0
Honda,Used,Petrol,157000.0,City IDSI,922000.0,Sialkot,Cash,2006.0
Nissan,Used,CNG,243950.0,Sunny,480000.0,Karachi,Cash,1999.0
Suzuki,Used,Petrol,70000.0,Mehran VX,540000.0,Multan,Cash,2013.0
Suzuki,Used,Hybrid,80000.0,FX,80000.0,Karachi,Cash,1988.0
Daihatsu,Used,Petrol,18536.0,Cuore,470000.0,Lahore,Cash,2005.0
Daihatsu,Used,CNG,1000000.0,Charade,135000.0,Karachi,Cash,1986.0
Honda,Used,CNG,520000.0,Civic Prosmetic,610000.0,Karachi,Cash,2002.0
Honda,Used,Petrol,35000.0,Civic VTi Oriel Prosmatec,300000.0,Lahore,Installment/Leasing,2018.0
Daihatsu,Used,Petrol,113000.0,Cuore,555000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,15599.0,Hustler,750000.0,Karachi,Cash,2016.0
Toyota,Used,Petrol,100000.0,Corolla GLI,675000.0,Karachi,Cash,1995.0
Honda,Used,CNG,85000.0,City IVTEC,1075000.0,Karachi,Cash,2010.0
Toyota,Used,Petrol,90000.0,Passo,900000.0,Karachi,Cash,2006.0
Daihatsu,Used,Petrol,84000.0,Mira,750000.0,Karachi,Cash,2007.0
Daihatsu,Used,Petrol,50000.0,Mira,630000.0,Karachi,Cash,2007.0
Daihatsu,Used,Petrol,122.0,Cuore,490000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,123456.0,Khyber,150000.0,Karachi,Cash,1989.0
Honda,Used,Petrol,1234.0,Civic Prosmetic,750000.0,Lahore,Cash,2003.0
Toyota,Used,Petrol,59000.0,Corolla XLI,1345000.0,Karachi,Cash,2011.0
Suzuki,Used,CNG,10000.0,Khyber,235000.0,Karachi,Cash,1996.0
KIA,Used,CNG,1.0,Classic,170000.0,Karachi,Cash,1991.0
Daihatsu,Used,Petrol,65500.0,Cuore,675000.0,Lahore,Cash,2012.0
Suzuki,Used,Petrol,95000.0,Bolan,375000.0,Lahore,Cash,2004.0
Suzuki,Used,CNG,60000.0,Alto,550000.0,Karachi,Cash,2010.0
Suzuki,New,CNG,150000.0,Cultus VXR,445000.0,Karachi,Cash,2005.0
Toyota,New,Petrol,84000.0,Corolla XLI,1080000.0,Karachi,Cash,2004.0
Daihatsu,Used,Petrol,80000.0,Hijet,725000.0,Karachi,Cash,2015.0
Suzuki,New,Petrol,55555.0,Mehran VX,245000.0,Karachi,Cash,1992.0
Daihatsu,Used,CNG,150000.0,Cuore,340000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,121.0,Alto,390000.0,Karachi,Cash,2003.0
Daihatsu,Used,Petrol,5000.0,Cuore,360000.0,Faisalabad,Cash,2006.0
Toyota,Used,Petrol,120000.0,Mark II,1200000.0,Karachi,Cash,2003.0
Suzuki,Used,CNG,1.0,FX,100000.0,Karachi,Cash,1983.0
Nissan,Used,Petrol,1.0,Clipper,640000.0,Karachi,Cash,2009.0
Honda,New,Petrol,5.0,Freed,280000.0,Karachi,Installment/Leasing,2018.0
Suzuki,Used,Petrol,69000.0,Swift,1070000.0,Karachi,Cash,2013.0
Toyota,Used,CNG,100000.0,Corolla XE,140000.0,Karachi,Cash,1982.0
Suzuki,Used,Petrol,452463.0,Mehran VX,150000.0,Lahore,Cash,1990.0
Toyota,Used,Petrol,50000.0,Corolla XLI,1200000.0,Karachi,Cash,2012.0
Daihatsu,New,Petrol,67000.0,Mira,1090000.0,Karachi,Cash,2011.0
Honda,Used,Petrol,88000.0,City IVTEC,1150000.0,Karachi,Cash,2009.0
Honda,Used,CNG,10000.0,Civic EXi,100000.0,Karachi,Cash,1986.0
Toyota,Used,Petrol,125000.0,Vitz,925000.0,Karachi,Cash,2007.0
Honda,Used,CNG,80000.0,Civic VTi,530000.0,Karachi,Cash,1996.0
Suzuki,Used,CNG,11111.0,Other,230000.0,Karachi,Cash,1993.0
Daihatsu,New,Petrol,85000.0,Mira,850000.0,Karachi,Cash,2011.0
Honda,Used,CNG,333.0,City IDSI,490000.0,Karachi,Cash,2000.0
Suzuki,Used,CNG,1.0,Alto,480000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,54000.0,Corolla XE,560000.0,Quetta,Cash,2003.0
Toyota,Used,CNG,100000.0,Other,125000.0,Karachi,Cash,1992.0
Suzuki,Used,Petrol,100000.0,Mehran VXR,520000.0,Islamabad,Cash,2010.0
Daihatsu,Used,Petrol,200000.0,Charade,180000.0,Karachi,Cash,1986.0
Suzuki,Used,CNG,1.0,Alto,430000.0,Karachi,Cash,2004.0
Mitsubishi,Used,Petrol,180000.0,Pajero Mini,650000.0,Nawabshah,Cash,1999.0
Suzuki,New,CNG,1.0,Khyber,345000.0,Karachi,Cash,1998.0
Suzuki,Used,CNG,37910.0,Mehran VX,240000.0,Lahore,Cash,1992.0
Suzuki,Used,CNG,100000.0,Mehran VX,165000.0,Karachi,Cash,1992.0
Suzuki,Used,Petrol,48000.0,Cultus VXR,400000.0,Karachi,Cash,2000.0
Suzuki,Used,Petrol,97000.0,Cultus VXR,630000.0,Lahore,Cash,2007.0
Toyota,Used,CNG,100000.0,IST,770000.0,Karachi,Cash,2003.0
Nissan,Used,Petrol,25000.0,Moco,150000.0,Karachi,Installment/Leasing,2012.0
Suzuki,Used,CNG,123.0,Alto,460000.0,Karachi,Cash,2005.0
Toyota,New,Petrol,62000.0,Corolla XLI,1150000.0,Karachi,Cash,2007.0
Toyota,Used,Petrol,85700.0,Corolla GLI,1390000.0,Islamabad,Cash,2011.0
Toyota,New,Petrol,92000.0,Corolla XLI,1250000.0,Karachi,Cash,2003.0
Honda,New,Petrol,6.0,City Aspire,800000.0,Karachi,Installment/Leasing,2018.0
Toyota,Used,Hybrid,1234.0,Other,1600000.0,Islamabad,Cash,2008.0
Suzuki,Used,Petrol,75000.0,Every Wagon,1050000.0,Karachi,Cash,2010.0
Suzuki,Used,CNG,76628.0,Cultus VXR,585000.0,Karachi,Cash,2006.0
Honda,Used,Petrol,98000.0,Civic VTi Oriel Prosmatec,1175000.0,Karachi,Cash,2010.0
Toyota,Used,Petrol,81000.0,Corolla GLI,1250000.0,Karachi,Cash,2010.0
Suzuki,Used,Petrol,12345.0,Every Wagon,200000.0,Peshawar,Installment/Leasing,2010.0
Honda,Used,Petrol,216000.0,Civic EXi,700000.0,Karachi,Cash,2001.0
Suzuki,Used,Petrol,75000.0,Mehran VXR,530000.0,Karachi,Cash,2013.0
Toyota,Used,Petrol,142000.0,Corrolla Altis,1450000.0,Karachi,Cash,2009.0
Suzuki,Used,Petrol,100000.0,Mehran VX,250000.0,Karachi,Cash,1995.0
Honda,Used,Petrol,150000.0,Life,700000.0,Karachi,Cash,2009.0
Toyota,Used,Petrol,82600.0,Corolla XLI,1100000.0,Karachi,Cash,2009.0
Suzuki,Used,Hybrid,75689.0,Mehran VXR,475000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,100000.0,Mehran VX,230000.0,Karachi,Cash,1998.0
Honda,Used,Petrol,101000.0,Accord,1150000.0,Karachi,Cash,2006.0
Honda,Used,Petrol,75000.0,Civic VTi Oriel Prosmatec,200000.0,Lahore,Cash,2015.0
Toyota,New,Petrol,1050.0,Aqua,1985000.0,Karachi,Cash,2015.0
Suzuki,New,Petrol,1.0,Other,500000.0,Karachi,Cash,2011.0
Suzuki,Used,CNG,1.0,Cultus VXL,600000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,11000.0,Bolan,725000.0,Karachi,Cash,2016.0
Toyota,New,Petrol,48000.0,Corolla GLI,1850000.0,Karachi,Cash,2016.0
Suzuki,Used,CNG,97000.0,Alto,395000.0,Karachi,Cash,2006.0
Suzuki,Used,CNG,199.0,Khyber,269000.0,Karachi,Cash,1996.0
